City,Date,PM25,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Ahmedabad,18-12-2017,66.58,,7.16,62.16,35.66,,7.16,98.89,66.87,11.34,52.45,9.93,198,Moderate
Ahmedabad,19-12-2017,62.24,,17.88,88.65,56.59,,17.88,109.76,48.64,18.08,85.56,12.11,340,Very Poor
Ahmedabad,20-12-2017,62.07,,8.72,72.18,41.72,,8.72,102.25,56.86,14.06,63.32,8.47,355,Very Poor
Ahmedabad,21-12-2017,72.04,,7.78,73.92,41.87,,7.78,114.05,73.53,15.03,58.24,7.72,246,Poor
Ahmedabad,22-12-2017,67.44,,5.95,62.74,35.05,,5.95,99.05,93.19,12.12,47.21,5.22,216,Poor
Ahmedabad,23-12-2017,77.76,,25.81,78.94,57.77,,25.81,110.69,79.46,19.04,87.65,20.17,306,Very Poor
Ahmedabad,24-12-2017,96.71,,19.89,101.08,64.15,,19.89,127.91,54.97,22.98,101.88,17.71,650,Severe
Ahmedabad,25-12-2017,75.14,,29.6,89.68,65.84,,29.6,116.39,67.14,19.73,87.41,17.33,515,Severe
Ahmedabad,26-12-2017,69.27,,15.17,79.33,52.7,,15.17,85.87,65.28,15.99,69.1,11.46,529,Severe
Ahmedabad,27-12-2017,71.54,,26.95,89.06,63.56,,26.95,111.43,65.58,21.84,106.69,16.78,404,Severe
Ahmedabad,28-12-2017,104.13,,43.47,101.35,81.88,,43.47,113.39,58.08,29.83,84.76,26.51,773,Severe
Ahmedabad,29-12-2017,88.93,,30.55,93.2,68.26,,30.55,112.46,61.52,21.93,99.28,17.48,763,Severe
Ahmedabad,30-12-2017,82.03,,14.9,92.12,56.06,,14.9,113.34,65.25,19.32,59.77,9.53,474,Severe
Ahmedabad,31-12-2017,84.43,,6.85,74.68,41.54,,6.85,115.41,90.79,13.58,45.82,6.52,343,Very Poor
Ahmedabad,01-01-2018,84.46,,7.58,87.62,48.4,,7.58,102.36,69.02,14.48,45.6,6.33,278,Poor
Ahmedabad,02-01-2018,76.51,,9.26,76.69,44.32,,9.26,103.46,93.51,14.29,61.83,7.48,256,Poor
Ahmedabad,03-01-2018,63.88,,13.87,69.32,44.16,,13.87,70.3,105.33,12.77,60.99,9.5,300,Poor
Ahmedabad,04-01-2018,81.1,,19.42,109.07,67.15,,19.42,93.3,65.69,19.56,72.46,11.29,532,Severe
Ahmedabad,05-01-2018,73.61,,25.96,173.08,103.8,,25.96,93.86,36.51,17.69,61.48,9.93,534,Severe
Ahmedabad,06-01-2018,75.79,,31.55,146.8,95.16,,31.55,113.82,41.95,21.18,64.94,11.11,738,Severe
Ahmedabad,07-01-2018,77.87,,23.19,137.62,84.44,,23.19,107.58,50.46,16.52,56.8,10.21,622,Severe
Ahmedabad,08-01-2018,77.72,,8.91,135.66,72.82,,8.91,101.93,48.73,14.27,49.51,6.42,517,Severe
Ahmedabad,09-01-2018,66.89,,5.86,92.57,49.53,,5.86,89.53,68.56,9,37.96,4.21,216,Poor
Ahmedabad,10-01-2018,74.57,,16.31,133.53,77.31,,16.31,103.2,55.23,12.18,55.8,8,316,Very Poor
Ahmedabad,11-01-2018,89.1,,44.57,137.16,100.17,,44.57,92.55,59.41,18.16,59.55,18.01,586,Severe
Ahmedabad,12-01-2018,110.34,,30.4,150.93,94.57,,30.4,95.48,47.58,16.99,102.25,16.31,898,Severe
Ahmedabad,13-01-2018,82.53,,20.58,150.48,88.76,,20.58,106.65,43.23,15.93,76.58,13.48,421,Severe
Ahmedabad,14-01-2018,108.01,,22.69,132.63,81.63,,22.69,86.78,10.99,15.14,58.18,10.19,542,Severe
Ahmedabad,15-01-2018,92.94,,14.34,114.26,66.44,,14.34,83.85,51.68,11.26,38.97,7.45,610,Severe
Ahmedabad,16-01-2018,87.3,,44.01,163.43,112.56,,44.01,127.99,12.21,18.24,77.88,13.33,716,Severe
Ahmedabad,17-01-2018,89.06,,29.54,132.69,86.77,,29.54,119.07,41.74,25,85.81,13.5,804,Severe
Ahmedabad,18-01-2018,51.61,,32.42,127.3,86.29,,32.42,100.99,31.7,14.07,54.29,9.53,656,Severe
Ahmedabad,19-01-2018,91.13,,65.07,169.17,131.09,,65.07,128.78,25.03,21.46,61.87,9.84,1201,Severe
Ahmedabad,20-01-2018,88.69,,52.45,164.88,122.7,,52.45,100.85,60.49,26.98,118.22,24.42,,
Ahmedabad,21-01-2018,108.92,,30.7,273.39,155.55,,30.7,113.34,59.23,39.79,189.75,48.76,595,Severe
Ahmedabad,22-01-2018,89.63,,9.92,141.29,76.32,,9.92,124.11,70.9,14.07,48.33,4.11,384,Very Poor
Ahmedabad,23-01-2018,55.27,,29.44,86.96,66.11,,29.44,91.67,47.71,7.96,40.51,7.73,332,Very Poor
Ahmedabad,24-01-2018,97.88,,52.63,123.1,111.32,,52.63,100.55,40.9,25.75,109.29,18.66,1155,Severe
Ahmedabad,25-01-2018,128.56,,89.57,160.65,157.6,,89.57,124.43,40.06,36,111.01,29.73,1355,Severe
Ahmedabad,26-01-2018,103.63,,52.92,173.52,132.44,,52.92,96.19,43.5,24.12,102.83,20.09,1367,Severe
Ahmedabad,27-01-2018,102.16,,15.17,145.55,82.32,,15.17,137.02,63.22,13.51,56.14,5.82,795,Severe
Ahmedabad,28-01-2018,89.53,,35.38,122.51,94.35,,35.38,156.59,83.69,14.9,82.3,12.69,430,Severe
Ahmedabad,29-01-2018,101.92,,65.27,189.67,141.23,,65.27,125.54,41.52,18.18,69.89,13.38,1153,Severe
Ahmedabad,30-01-2018,117.99,,83.78,203.41,161.75,,83.78,147.58,41,24.68,100.81,19.45,1414,Severe
Ahmedabad,31-01-2018,115.79,,42.54,166.11,124.97,,42.54,151.92,32.24,12.32,41.88,8.79,1042,Severe
Ahmedabad,01-02-2018,189.12,,94,178.13,160.97,,94,168.44,39.06,0.74,5.81,3.21,1613,Severe
Ahmedabad,02-02-2018,88.37,,15.14,155.73,87.26,,15.14,106.29,44.14,0.74,5.81,3.21,433,Severe
Ahmedabad,03-02-2018,96.64,,73.16,201.59,152.93,,73.16,146.13,7.97,0.74,5.81,3.21,692,Severe
Ahmedabad,04-02-2018,98,,71.48,201.17,151.47,,71.48,146.25,7.94,0.74,5.81,3.21,620,Severe
Ahmedabad,05-02-2018,93.31,,49.85,186.16,128.01,,49.85,142.83,32.93,0.74,5.81,3.21,617,Severe
Ahmedabad,06-02-2018,104.89,,25.46,153.96,94.11,,25.46,121.22,38.11,0.74,5.81,3.21,590,Severe
Ahmedabad,07-02-2018,109.34,,27.03,156.18,96.35,,27.03,121.57,49.84,0.74,5.81,3.21,856,Severe
Ahmedabad,08-02-2018,70.25,,48.11,140.78,105.05,,48.11,97.56,55.79,0.74,5.81,3.21,587,Severe
Ahmedabad,09-02-2018,103.17,,108.99,173.67,166.23,,108.99,125.46,42.09,0.74,5.81,3.21,1423,Severe
Ahmedabad,10-02-2018,185.77,,124.01,172.84,186.66,,124.01,120.94,40.97,0.74,5.81,3.21,1917,Severe
Ahmedabad,11-02-2018,84.48,,20.33,99.65,63.78,,20.33,151.24,29.52,0.74,5.81,3.21,471,Severe
Ahmedabad,12-02-2018,89.41,,28.93,130.93,85.46,,28.93,110.86,34.08,0.74,5.81,3.21,488,Severe
Ahmedabad,13-02-2018,64.61,,10.31,117.16,64.84,,10.31,104.81,51.44,0.74,5.81,3.21,471,Severe
Ahmedabad,14-02-2018,65.35,,6.17,104.31,53.74,,6.17,59.29,64.67,0.74,5.81,3.21,172,Moderate
Ahmedabad,15-02-2018,52.18,,32.36,106.89,76.29,,32.36,84.2,62.74,0.74,5.81,3.21,390,Very Poor
Ahmedabad,16-02-2018,75.13,,36.67,176.38,113.4,,36.67,124.9,67.84,0.74,5.81,3.21,802,Severe
Ahmedabad,17-02-2018,83.65,,47.49,180.34,123.41,,47.49,130.27,47.95,0.74,5.81,3.21,1035,Severe
Ahmedabad,18-02-2018,220.49,,108.73,177.19,178.15,,108.73,133.39,41.76,0.74,5.81,3.21,1477,Severe
Ahmedabad,19-02-2018,242.66,,132.47,199.17,246.03,,132.47,,44.06,0.74,5.81,3.21,2049,Severe
Ahmedabad,20-02-2018,114.78,,74.41,159.18,138.66,,74.41,122.06,32.35,9.83,41.52,10.93,1314,Severe
Ahmedabad,21-02-2018,92.92,,66.96,164.78,130.45,,66.96,123.47,46.91,18.99,134.73,29.26,1215,Severe
Ahmedabad,22-02-2018,91.66,,92.86,135.71,136.23,,92.86,108.4,46.15,27.37,129.03,30.26,1483,Severe
Ahmedabad,23-02-2018,138.4,,134.85,141.97,169.89,,134.85,127.68,25.63,28.04,205.68,40.05,1526,Severe
Ahmedabad,24-02-2018,,,,,,,,,,,,,,
Ahmedabad,25-02-2018,38.82,,27.81,125.35,81.9,,27.81,91.52,46.78,7.73,72.55,16.33,,
Ahmedabad,26-02-2018,49.18,,30.05,135.69,88.62,,30.05,123.83,40.63,10.88,75.24,15.72,460,Severe
Ahmedabad,27-02-2018,56.42,,35.02,152.62,100.58,,35.02,124.25,44.79,11.98,88.61,18.38,700,Severe
Ahmedabad,28-02-2018,60.36,,18.78,177.23,100.47,,18.78,124.95,51.14,15.64,93.04,18.76,831,Severe
Ahmedabad,01-03-2018,54.45,,8.51,116.22,63.04,,8.51,167.13,9.36,11.97,70.75,17.01,291,Poor
Ahmedabad,02-03-2018,53.5,,4.52,105.31,54.74,,4.52,171.32,,11.62,69.29,16.62,132,Moderate
Ahmedabad,03-03-2018,41.64,,13.79,104.44,61.23,,13.79,109.4,63.12,12.47,69.84,13.17,212,Poor
Ahmedabad,04-03-2018,32.36,,25.68,78.27,57.34,,25.68,71.59,44.82,7.3,76.14,12.58,717,Severe
Ahmedabad,05-03-2018,29.98,,22.14,114.5,72.38,,22.14,97.02,37,8.94,64.57,11.58,525,Severe
Ahmedabad,06-03-2018,33.3,,52.23,128.12,111.18,,52.23,99.65,42.05,20.61,91.72,19.35,777,Severe
Ahmedabad,07-03-2018,56.51,,10.58,121.56,66.9,,10.58,81.19,54.42,8.42,53.98,13.31,807,Severe
Ahmedabad,08-03-2018,88.85,,46.93,147.44,109.62,,46.93,82.23,67.24,13.08,69.23,13.24,520,Severe
Ahmedabad,09-03-2018,111.68,,41.3,119.71,108.46,,41.3,94.48,53.57,17.49,68.66,16,1171,Severe
Ahmedabad,10-03-2018,114.06,,52.37,131.09,118.44,,52.37,82.54,56.94,56.27,107.66,25.67,1332,Severe
Ahmedabad,11-03-2018,116.93,,31.48,118.96,104.3,,31.48,98.31,53.2,24.48,128.41,25.34,1260,Severe
Ahmedabad,12-03-2018,84.19,,51.41,136.64,105.02,,51.41,101.89,50.69,21.27,63.94,9.42,708,Severe
Ahmedabad,13-03-2018,98.53,,70.03,101.27,105.37,,70.03,82.76,38.63,14.37,58.25,11.7,1108,Severe
Ahmedabad,14-03-2018,84.16,,17.12,91.61,57.46,,17.12,72.88,24.38,13.56,35.06,6.01,761,Severe
Ahmedabad,15-03-2018,71.82,,37.72,77.57,75.31,,37.72,59.98,46.07,15.85,41.29,8.02,541,Severe
Ahmedabad,16-03-2018,80.51,,80.75,83.56,104.64,,80.75,45.11,36.86,19.32,76.59,13.9,1274,Severe
Ahmedabad,17-03-2018,133.48,,54.16,112.13,95.12,,54.16,93.54,45.02,14.09,54.92,9.61,1241,Severe
Ahmedabad,18-03-2018,116.54,,45.17,140.86,103.35,,45.17,118.35,10.65,11.53,66.97,9.89,1210,Severe
Ahmedabad,19-03-2018,98.49,,17.14,87.62,55.53,,17.14,56.14,,7.12,31.65,5.03,301,Very Poor
Ahmedabad,20-03-2018,160.68,,14.93,97.06,58.49,,14.93,51.32,59.78,7.58,39.23,4.58,549,Severe
Ahmedabad,21-03-2018,102.05,,15.35,81.15,51.04,,15.35,57.4,47.29,0.99,7.55,6,414,Severe
Ahmedabad,22-03-2018,100.33,,9.58,92.44,52.24,,9.58,37.78,60.16,0.74,5.89,3.79,484,Severe
Ahmedabad,23-03-2018,99.73,,30.04,152.23,96.68,,30.04,75.71,62.24,0.74,6.68,3.21,577,Severe
Ahmedabad,24-03-2018,104.22,,39.51,142.95,118.86,,39.51,72.1,52.74,0.74,5.81,3.21,862,Severe
Ahmedabad,25-03-2018,109.8,,30.62,132.61,87.54,,30.62,99.72,57.77,0.74,5.81,3.21,889,Severe
Ahmedabad,26-03-2018,124.44,,42.25,147.48,125.33,,42.25,119.98,51.56,0.74,5.81,3.21,1001,Severe
Ahmedabad,27-03-2018,180.27,,63.29,156.21,132.31,,63.29,118.43,50.27,7.21,31.9,6.99,1156,Severe
Ahmedabad,28-03-2018,138.6,,13.28,93.81,55.67,,13.28,116.67,55.1,12.15,41.59,6.18,691,Severe
Ahmedabad,29-03-2018,139.21,,61.15,148.06,117.86,,61.15,103.12,63.73,16.49,48.57,8.29,308,Very Poor
Ahmedabad,30-03-2018,154.09,,51.8,101.12,94.39,,51.8,111.55,48.08,17.66,60.63,10.61,965,Severe
Ahmedabad,31-03-2018,121,,14.95,93.59,56.81,,14.95,119.43,50.94,9.17,34.15,4.39,1434,Severe
Ahmedabad,01-04-2018,80.56,,44.37,126.32,95.06,,44.37,118.21,52.22,10.26,49.38,7.55,579,Severe
Ahmedabad,02-04-2018,103.75,,22.81,98.54,65.46,,22.81,117.34,50.17,11.45,56.31,8.65,1034,Severe
Ahmedabad,03-04-2018,75.68,,10.93,70.57,42.58,,10.93,106.94,68.45,8.15,32.62,4.76,498,Severe
Ahmedabad,04-04-2018,62.83,,21.11,68.69,49.24,,21.11,67.09,71.3,9.24,29.75,5.67,265,Poor
Ahmedabad,05-04-2018,104.23,,40.3,69.08,63.98,,40.3,19.21,42.57,15.3,42.19,8.47,740,Severe
Ahmedabad,06-04-2018,91.04,,5.88,64.6,35.89,,5.88,74.09,29.65,7.72,23.75,3.88,856,Severe
Ahmedabad,07-04-2018,90.13,,15.24,81.38,51.07,,15.24,73.62,73.07,8.88,32.62,5.49,304,Very Poor
Ahmedabad,08-04-2018,160.43,,19.45,65.53,46.48,,19.45,49.95,55.47,11.37,31.65,4.75,657,Severe
Ahmedabad,09-04-2018,94.55,,20.11,58.27,43.43,,20.11,51.53,57.33,3.6,24.02,3.49,403,Severe
Ahmedabad,10-04-2018,124.59,,30.88,67.31,55.88,,30.88,82.97,27.52,9.43,37.02,3.85,596,Severe
Ahmedabad,11-04-2018,92.5,,18.14,61.82,43.69,,18.14,77.85,22.98,7.83,26.62,3.21,392,Very Poor
Ahmedabad,12-04-2018,86.29,,16.35,60.84,41.88,,16.35,82.34,31.03,6.17,25.77,3.63,414,Severe
Ahmedabad,13-04-2018,104.21,,22.52,72.51,52.07,,22.52,65.42,39.14,10.93,36.5,7.05,442,Severe
Ahmedabad,14-04-2018,88.5,,26.61,60.36,49.28,,26.61,3.3,32.95,10.73,32.52,5.64,438,Severe
Ahmedabad,15-04-2018,84.47,,23.17,61.41,47.25,,23.17,3.3,45.89,7.15,33.77,4.58,561,Severe
Ahmedabad,16-04-2018,73.54,,29.4,62.95,52.65,,29.4,3.3,,9.83,39.22,5.94,660,Severe
Ahmedabad,17-04-2018,53.89,,31.91,58.22,52.21,,31.91,18.91,60.58,2.32,14.65,3.73,616,Severe
Ahmedabad,18-04-2018,60.08,,48.77,47.34,60.53,,48.77,22.65,51.62,6.72,30.49,6.85,855,Severe
Ahmedabad,19-04-2018,53.13,,12.2,44.61,30.87,,12.2,94.03,36.42,4.19,20.03,4.64,633,Severe
Ahmedabad,20-04-2018,71.3,,7.93,35.8,23.38,,7.93,63.28,34.83,0.74,6.61,3.21,274,Poor
Ahmedabad,21-04-2018,37.9,,4.96,31.24,18.93,,4.96,16.31,34.76,0.74,15.2,3.21,210,Poor
Ahmedabad,22-04-2018,78.18,,20.3,71.56,50.06,,20.3,51.41,10.44,6.65,35.04,5.1,478,Severe
Ahmedabad,23-04-2018,56.35,,25.34,86.03,60.88,,25.34,15.96,77.4,7.94,40.35,8.15,465,Severe
Ahmedabad,24-04-2018,59.66,,47.44,77.68,77.3,,47.44,26.01,63.51,11.44,63.31,9.05,836,Severe
Ahmedabad,25-04-2018,114.6,,42.76,36.29,49.36,,42.76,22.99,56.47,9.97,51.66,10.88,1235,Severe
Ahmedabad,26-04-2018,74.48,,9.84,51.25,32.34,,9.84,48.6,37.97,5.49,26.4,3.76,525,Severe
Ahmedabad,27-04-2018,81.11,,25.37,48.95,42.76,,25.37,40.55,26.21,8.55,37.83,5.85,525,Severe
Ahmedabad,28-04-2018,100.39,,10.39,42.83,28.5,,10.39,42.89,30.16,5.91,23.33,3.34,650,Severe
Ahmedabad,29-04-2018,39.97,,7.15,32.39,19.83,,7.15,30.7,36.08,2.62,15.35,3.21,219,Poor
Ahmedabad,30-04-2018,53.61,,16.93,37.01,19.98,,16.93,51.64,16.92,6.99,21.11,2.51,328,Very Poor
Ahmedabad,01-05-2018,63.06,,13.88,28.22,24.09,,13.88,69.46,25.88,9.26,28.44,0.65,351,Very Poor
Ahmedabad,02-05-2018,46.17,,10.7,30.48,22.85,,10.7,51.35,27.9,6.65,28.04,0.65,286,Poor
Ahmedabad,03-05-2018,61.24,,14.21,35.33,27.84,,14.21,82.15,9.69,8.99,32.13,0.65,337,Very Poor
Ahmedabad,04-05-2018,41.81,,8.66,27.69,19.91,,8.66,36.92,,5.04,23.67,0.65,249,Poor
Ahmedabad,05-05-2018,55.09,,15.63,33.93,28.21,,15.63,57.46,,15.19,32.95,1.79,376,Very Poor
Ahmedabad,06-05-2018,65.54,,13.95,36.07,27.95,,13.95,87.14,,11,31.53,0.65,415,Severe
Ahmedabad,07-05-2018,41.04,,7.56,28.36,19.48,,7.56,54.07,,5.02,20.38,0.65,228,Poor
Ahmedabad,08-05-2018,49.71,,9.59,28.6,21.11,,9.59,53.54,34.54,7.95,26.87,0.65,266,Poor
Ahmedabad,09-05-2018,44.75,,10.25,28.9,21.64,,10.25,65.8,28.02,7.63,26.17,1.04,257,Poor
Ahmedabad,10-05-2018,45.84,,26.72,29.72,34.15,,26.72,61.44,35.85,13.84,45.8,4.61,409,Severe
Ahmedabad,11-05-2018,76.36,,8.33,33.82,22.72,,8.33,96.8,51,7.07,30,0.65,524,Severe
Ahmedabad,12-05-2018,44.79,,7.28,32.12,21.1,,7.28,74.84,37.9,6.22,30.82,0.65,222,Poor
Ahmedabad,13-05-2018,50.16,,13.86,28.17,24.09,,13.86,80.78,28.52,7.5,31.48,0.65,332,Very Poor
Ahmedabad,14-05-2018,49.07,,8.51,30.74,21.34,,8.51,88.3,27.48,6.89,31.88,0.65,272,Poor
Ahmedabad,15-05-2018,46.06,,7.07,27.6,18.74,,7.07,59.55,32.54,5.54,27.16,0.65,232,Poor
Ahmedabad,16-05-2018,52.82,,9.88,28.48,21.26,,9.88,73.73,27.07,6.94,29.35,0.96,247,Poor
Ahmedabad,17-05-2018,53.39,,6.91,30.28,19.9,,6.91,56.45,31.93,6.21,32.04,0.82,254,Poor
Ahmedabad,18-05-2018,59.44,,6.67,31.77,20.48,,6.67,86.73,38.54,5.65,31,0.65,236,Poor
Ahmedabad,19-05-2018,71.01,,7.69,38.17,24.36,,7.69,106.62,24.78,9.05,35.54,0.93,273,Poor
Ahmedabad,20-05-2018,59.98,,8.89,31.95,22.22,,8.89,97.46,,7.68,31.62,0.87,273,Poor
Ahmedabad,21-05-2018,50.7,,8.58,33.44,22.69,,8.58,27.74,59.94,6.92,32.76,0.65,256,Poor
Ahmedabad,22-05-2018,69.87,,6.96,34.82,22.14,,6.96,16.35,40.76,8.23,32.22,0.65,217,Poor
Ahmedabad,23-05-2018,61.53,,10.41,42.53,28.52,,10.41,17.94,48.3,9.75,38.71,1.37,291,Poor
Ahmedabad,24-05-2018,67.03,,10.37,38.68,26.61,,10.37,21.21,32.34,9.79,33.02,0.65,314,Very Poor
Ahmedabad,25-05-2018,43.37,,20.03,35.01,32.02,,20.03,56.38,40.07,8.28,43.42,3.43,355,Very Poor
Ahmedabad,26-05-2018,60.05,,22.86,40.83,36.98,,22.86,95.07,33.52,16.03,50.15,4.78,587,Severe
Ahmedabad,27-05-2018,56.93,,10.46,30.45,22.62,,10.46,102.66,37.12,6.98,33.54,0.87,535,Severe
Ahmedabad,28-05-2018,44.14,,18.18,18.82,24.15,,18.18,109.33,31.1,5.48,30.25,0.65,366,Very Poor
Ahmedabad,29-05-2018,69,,25.24,7.32,21.03,,25.24,131.7,,4.74,30.99,0.65,404,Severe
Ahmedabad,30-05-2018,43.53,,17.41,58.56,25.49,,17.41,56.99,20.24,4.3,28.74,1.97,,
Ahmedabad,31-05-2018,16.63,,14.05,73.8,42.09,,14.05,62.47,19.51,4.46,28.21,0.88,,
Ahmedabad,01-06-2018,78.16,,18.21,55.31,40.57,,18.21,59.64,15.87,5.1,30.68,0.65,355,Very Poor
Ahmedabad,02-06-2018,83.27,,15.82,50.38,36.38,,15.82,46.16,18.23,6.38,27.68,0.65,338,Very Poor
Ahmedabad,03-06-2018,63.79,,14.35,48.44,34.34,,14.35,56.5,,5.66,23.81,0.65,351,Very Poor
Ahmedabad,04-06-2018,50.27,,9.53,46.15,29.62,,9.53,43.76,,4.93,23.3,0.65,280,Poor
Ahmedabad,05-06-2018,51.54,,13.48,51.04,34.95,,13.48,37.58,6.9,5.61,31.16,0.65,297,Poor
Ahmedabad,06-06-2018,54.35,,11.58,50.45,33.25,,11.58,49.66,14.85,5.31,25.54,0.65,319,Very Poor
Ahmedabad,07-06-2018,53.59,,10.18,45.53,29.81,,10.18,59.53,17.93,4.73,22.97,0.65,247,Poor
Ahmedabad,08-06-2018,55.77,,13.06,45.87,32.12,,13.06,44.42,13.14,5.04,23.88,0.65,321,Very Poor
Ahmedabad,09-06-2018,63.58,,13.97,43.32,31.56,,13.97,63.59,5.08,6.97,29.52,0.65,319,Very Poor
Ahmedabad,10-06-2018,103.08,,16.31,59.19,39.35,,16.31,53.73,,9.25,31.08,2.75,345,Very Poor
Ahmedabad,11-06-2018,78.25,,24.41,35.12,35.35,,24.41,44.25,14.76,4.86,44.1,1.03,492,Severe
Ahmedabad,12-06-2018,77.84,,35.49,31.88,42.03,,35.49,44.19,21,7.51,65.42,1.39,491,Severe
Ahmedabad,13-06-2018,69.99,,39.53,43.61,50.77,,39.53,30.82,21.49,7.39,57.46,0.72,503,Severe
Ahmedabad,14-06-2018,78.7,,43.78,42.9,53.6,,43.78,31.43,20.06,8.43,59.55,1.17,523,Severe
Ahmedabad,15-06-2018,59.96,,43.3,36.48,50.1,,43.3,34.88,17.65,8.2,63.22,0.84,539,Severe
Ahmedabad,16-06-2018,48.27,,38,36.24,46.04,,38,34.93,18.73,6.47,60.4,1.3,492,Severe
Ahmedabad,17-06-2018,44.81,,41.38,35.46,48.18,,41.38,37.6,,5.08,62.54,0.94,513,Severe
Ahmedabad,18-06-2018,55.21,,39.11,35.74,46.62,,39.11,39.57,,4.61,64.19,0.96,497,Severe
Ahmedabad,19-06-2018,40.89,,29.34,44.16,43.44,,29.34,31.95,,4.36,62.59,0.8,433,Severe
Ahmedabad,20-06-2018,41.59,,35.38,49.96,50.77,,35.38,43.99,,4.88,66.45,1.15,484,Severe
Ahmedabad,21-06-2018,39.02,,33.35,49.53,49.05,,33.35,40.84,,4.85,66.65,1.88,471,Severe
Ahmedabad,22-06-2018,33.5,,38.95,49.55,53.24,,38.95,41.5,,4.28,67.57,1.39,502,Severe
Ahmedabad,23-06-2018,39.42,,35.54,51.25,51.52,,35.54,47.27,,4,65.57,1.1,495,Severe
Ahmedabad,24-06-2018,46.84,,65.72,54.72,73.09,,65.72,36.48,23.07,9.31,78.82,13.73,486,Severe
Ahmedabad,25-06-2018,51.63,,44.96,43.38,54.71,,44.96,27.32,,7.05,64.39,2.56,524,Severe
Ahmedabad,26-06-2018,38.12,,40.63,45.66,52.59,,40.63,26.76,,6.64,58.54,0.65,556,Severe
Ahmedabad,27-06-2018,27.79,,37.69,41.59,48.41,,37.69,39.2,13.74,6.64,55.54,1.1,508,Severe
Ahmedabad,28-06-2018,36.27,,25.63,45.79,41.46,,25.63,54.98,10.53,7.39,39.1,5.67,413,Severe
Ahmedabad,29-06-2018,76.41,,26.44,53.18,45.67,,26.44,43.42,2.05,6.07,43.73,1.54,421,Severe
Ahmedabad,30-06-2018,62.72,,21.89,50.49,40.97,,21.89,22.02,0.72,7.76,21.06,2.85,400,Very Poor
Ahmedabad,01-07-2018,48.12,,19.06,61.63,44.28,,19.06,24.98,0.91,4.82,21.34,1.19,361,Very Poor
Ahmedabad,02-07-2018,36.8,,21.07,53.33,41.74,,21.07,24.97,1.16,5.02,33.98,1.11,385,Very Poor
Ahmedabad,03-07-2018,41.37,,25.53,38.1,37.64,,25.53,18.91,1.08,4.73,42.94,0.65,428,Severe
Ahmedabad,04-07-2018,302.08,,27.2,28.1,34,,27.2,46.94,0.88,5.26,43.43,0.65,440,Severe
Ahmedabad,05-07-2018,37.15,,34.33,58.02,53.92,,34.33,34.41,1.04,7.62,47.28,5.26,510,Severe
Ahmedabad,06-07-2018,59.76,,29.58,57.8,50.27,,29.58,17.67,2.02,6.57,44.61,0.8,513,Severe
Ahmedabad,07-07-2018,71.94,,17.35,98.32,60.91,,17.35,25.74,2.03,6.49,55.23,6.37,365,Very Poor
Ahmedabad,08-07-2018,47.95,,17.08,151.73,87.48,,17.08,25.91,2.51,4.57,103.81,2.86,336,Very Poor
Ahmedabad,09-07-2018,55.91,,19.87,66.69,47.36,,19.87,32.64,1.8,4.73,68.95,1.92,377,Very Poor
Ahmedabad,10-07-2018,72.06,,24.72,59.1,47.28,,24.72,32.64,1.26,6.55,29.36,0.75,442,Severe
Ahmedabad,11-07-2018,127.23,,29.02,37.32,39.86,,29.02,26.37,0.38,9.88,43.19,1.07,421,Severe
Ahmedabad,12-07-2018,127.37,,25.58,40.59,38.89,,25.58,34.39,2.77,9.63,41.09,2.52,428,Severe
Ahmedabad,13-07-2018,36.42,,30.52,49.52,46.93,,30.52,37.17,3.29,5.56,58.37,0.65,472,Severe
Ahmedabad,14-07-2018,40.97,,29.94,113.8,77.86,,29.94,22.82,3.69,7.93,52.09,0.94,478,Severe
Ahmedabad,15-07-2018,33.38,,20.68,62.15,45.75,,20.68,21.06,4.35,4.45,21.03,0.65,422,Severe
Ahmedabad,16-07-2018,33.51,,17.84,40.85,33.24,,17.84,28.85,7.95,4.82,20.33,0.65,347,Very Poor
Ahmedabad,17-07-2018,29.56,,30.82,74.11,59.15,,30.82,19.34,3.34,8.73,35.82,6.65,461,Severe
Ahmedabad,18-07-2018,21.89,,27.75,63.9,51.88,,27.75,16.32,3.02,5.8,30.43,0.65,447,Severe
Ahmedabad,19-07-2018,44.87,,31.41,68.29,56.75,,31.41,17.39,3.24,10.48,40.62,0.65,486,Severe
Ahmedabad,20-07-2018,33.16,,31.02,54.23,49.6,,31.02,17.09,4.47,11.79,37.99,1.16,510,Severe
Ahmedabad,21-07-2018,45.25,,35.01,61.65,56.2,,35.01,23.87,2.96,13.66,45.89,0.9,576,Severe
Ahmedabad,22-07-2018,48.95,,25.57,63.01,49.82,,25.57,19.19,2.96,9.86,57.34,1.03,485,Severe
Ahmedabad,23-07-2018,42.89,,34.86,51.28,51.03,,34.86,19.96,,8.55,56.71,0.79,488,Severe
Ahmedabad,24-07-2018,48.36,,43.24,57.71,60.42,,43.24,21.19,,9.96,55.29,0.79,613,Severe
Ahmedabad,25-07-2018,51.7,,39.25,54.05,55.65,,39.25,20.02,,10.25,37.19,0.72,577,Severe
Ahmedabad,26-07-2018,43.18,,29.79,51.27,47.24,,29.79,18.21,,6.41,27.58,0.65,474,Severe
Ahmedabad,27-07-2018,35.8,,29.72,48.89,46.03,,29.72,19.94,,5.77,26.88,0.65,458,Severe
